doc_id,Title,Abstract,Year
33927057,Household COVID-19 risk and in-person schooling.,"In-person schooling has proved contentious and difficult to study throughout the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pandemic. Data from a massive online survey in the United States indicate an increased risk of COVID-19-related outcomes among respondents living with a child attending school in person. School-based mitigation measures are associated with significant reductions in risk, particularly daily symptoms screens, teacher masking, and closure of extracurricular activities. A positive association between in-person schooling and COVID-19 outcomes persists at low levels of mitigation, but when seven or more mitigation measures are reported, a significant relationship is no longer observed. Among teachers, working outside the home was associated with an increase in COVID-19-related outcomes, but this association is similar to that observed in other occupations (e.g., health care or office work). Although in-person schooling is associated with household COVID-19 risk, this risk can likely be controlled with properly implemented school-based mitigation measures.",2021
33906968,"Socioeconomic status determines COVID-19 incidence and related mortality in Santiago, Chile.","The COVID-19 pandemic has affected cities particularly hard. Here, we provide an in-depth characterization of disease incidence and mortality and their dependence on demographic and socioeconomic strata in Santiago, a highly segregated city and the capital of Chile. Our analyses show a strong association between socioeconomic status and both COVID-19 outcomes and public health capacity. People living in municipalities with low socioeconomic status did not reduce their mobility during lockdowns as much as those in more affluent municipalities. Testing volumes may have been insufficient early in the pandemic in those places, and both test positivity rates and testing delays were much higher. We find a strong association between socioeconomic status and mortality, measured by either COVID-19-attributed deaths or excess deaths. Finally, we show that infection fatality rates in young people are higher in low-income municipalities. Together, these results highlight the critical consequences of socioeconomic inequalities on health outcomes.",2021
33906967,Noncanonical crRNAs derived from host transcripts enable multiplexable RNA detection by Cas9.,"CRISPR-Cas systems recognize foreign genetic material using CRISPR RNAs (crRNAs). In type II systems, a trans-activating crRNA (tracrRNA) hybridizes to crRNAs to drive their processing and utilization by Cas9. While analyzing Cas9-RNA complexes from ",2021
33893241,Resurgence of SARS-CoV-2: Detection by community viral surveillance.,"Surveillance of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pandemic has mainly relied on case reporting, which is biased by health service performance, test availability, and test-seeking behaviors. We report a community-wide national representative surveillance program in England based on self-administered swab results from ~594,000 individuals tested for SARS-CoV-2, regardless of symptoms, between May and the beginning of September 2020. The epidemic declined between May and July 2020 but then increased gradually from mid-August, accelerating into early September 2020 at the start of the second wave. When compared with cases detected through routine surveillance, we report here a longer period of decline and a younger age distribution. Representative community sampling for SARS-CoV-2 can substantially improve situational awareness and feed into the public health response even at low prevalence.",2021
33853971,Spatiotemporal pattern of COVID-19 spread in Brazil.,"Brazil has been severely hit by COVID-19, with rapid spatial spread of both cases and deaths. We used daily data on reported cases and deaths to understand, measure, and compare the spatiotemporal pattern of the spread across municipalities. Indicators of clustering, trajectories, speed, and intensity of the movement of COVID-19 to interior areas, combined with indices of policy measures, show that although no single narrative explains the diversity in the spread, an overall failure of implementing prompt, coordinated, and equitable responses in a context of stark local inequalities fueled disease spread. This resulted in high and unequal infection and mortality burdens. With a current surge in cases and deaths and several variants of concern in circulation, failure to mitigate the spread could further aggravate the burden.",2021
33853970,"Genomics and epidemiology of the P.1 SARS-CoV-2 lineage in Manaus, Brazil.","Cases of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection in Manaus, Brazil, resurged in late 2020 despite previously high levels of infection. Genome sequencing of viruses sampled in Manaus between November 2020 and January 2021 revealed the emergence and circulation of a novel SARS-CoV-2 variant of concern. Lineage P.1 acquired 17 mutations, including a trio in the spike protein (K417T, E484K, and N501Y) associated with increased binding to the human ACE2 (angiotensin-converting enzyme 2) receptor. Molecular clock analysis shows that P.1 emergence occurred around mid-November 2020 and was preceded by a period of faster molecular evolution. Using a two-category dynamical model that integrates genomic and mortality data, we estimate that P.1 may be 1.7- to 2.4-fold more transmissible and that previous (non-P.1) infection provides 54 to 79% of the protection against infection with P.1 that it provides against non-P.1 lineages. Enhanced global genomic surveillance of variants of concern, which may exhibit increased transmissibility and/or immune evasion, is critical to accelerate pandemic responsiveness.",2021
33846272,Shared B cell memory to coronaviruses and other pathogens varies in human age groups and tissues.,"Vaccination and infection promote the formation, tissue distribution, and clonal evolution of B cells, which encode humoral immune memory. We evaluated pediatric and adult blood and deceased adult organ donor tissues to determine convergent antigen-specific antibody genes of similar sequences shared between individuals. B cell memory varied for different pathogens. Polysaccharide antigen-specific clones were not exclusive to the spleen. Adults had higher clone frequencies and greater class switching in lymphoid tissues than blood, while pediatric blood had abundant class-switched convergent clones. Consistent with reported serology, prepandemic children had class-switched convergent clones to severe acute respiratory syndrome coronavirus 2 with weak cross-reactivity to other coronaviruses, while adult blood or tissues showed few such clones. These results highlight the prominence of early childhood B cell clonal expansions and cross-reactivity for future responses to novel pathogens.",2021
33811162,X-ray screening identifies active site and allosteric inhibitors of SARS-CoV-2 main protease.,"The coronavirus disease (COVID-19) caused by SARS-CoV-2 is creating tremendous human suffering. To date, no effective drug is available to directly treat the disease. In a search for a drug against COVID-19, we have performed a high-throughput x-ray crystallographic screen of two repurposing drug libraries against the SARS-CoV-2 main protease (M",2021
33795432,Designed proteins assemble antibodies into modular nanocages.,"Multivalent display of receptor-engaging antibodies or ligands can enhance their activity. Instead of achieving multivalency by attachment to preexisting scaffolds, here we unite form and function by the computational design of nanocages in which one structural component is an antibody or Fc-ligand fusion and the second is a designed antibody-binding homo-oligomer that drives nanocage assembly. Structures of eight nanocages determined by electron microscopy spanning dihedral, tetrahedral, octahedral, and icosahedral architectures with 2, 6, 12, and 30 antibodies per nanocage, respectively, closely match the corresponding computational models. Antibody nanocages targeting cell surface receptors enhance signaling compared with free antibodies or Fc-fusions in death receptor 5 (DR5)-mediated apoptosis, angiopoietin-1 receptor (Tie2)-mediated angiogenesis, CD40 activation, and T cell proliferation. Nanocage assembly also increases severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pseudovirus neutralization by α-SARS-CoV-2 monoclonal antibodies and Fc-angiotensin-converting enzyme 2 (ACE2) fusion proteins.",2021
33766944,mRNA vaccination boosts cross-variant neutralizing antibodies elicited by SARS-CoV-2 infection.,"Emerging SARS-CoV-2 variants have raised concerns about resistance to neutralizing antibodies elicited by previous infection or vaccination. We examined whether sera from recovered and naïve donors collected prior to, and following immunizations with existing mRNA vaccines, could neutralize the Wuhan-Hu-1 and B.1.351 variants. Pre-vaccination sera from recovered donors neutralized Wuhan-Hu-1 and sporadically neutralized B.1.351, but a single immunization boosted neutralizing titers against all variants and SARS-CoV-1 by up to 1000-fold. Neutralization was due to antibodies targeting the receptor binding domain and was not boosted by a second immunization. Immunization of naïve donors also elicited cross-neutralizing responses, but at lower titers. Our study highlights the importance of vaccinating both uninfected and previously infected persons to elicit cross-variant neutralizing antibodies.",2021
33758017,The impact of population-wide rapid antigen testing on SARS-CoV-2 prevalence in Slovakia.,"Slovakia conducted multiple rounds of population-wide rapid antigen testing for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in late 2020, combined with a period of additional contact restrictions. Observed prevalence decreased by 58% (95% confidence interval: 57 to 58%) within 1 week in the 45 counties that were subject to two rounds of mass testing, an estimate that remained robust when adjusting for multiple potential confounders. Adjusting for epidemic growth of 4.4% (1.1 to 6.9%) per day preceding the mass testing campaign, the estimated decrease in prevalence compared with a scenario of unmitigated growth was 70% (67 to 73%). Modeling indicated that this decrease could not be explained solely by infection control measures but required the addition of the isolation and quarantine of household members of those testing positive.",2021
33737402,Timing the SARS-CoV-2 index case in Hubei province.,"Understanding when severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) emerged is critical to evaluating our current approach to monitoring novel zoonotic pathogens and understanding the failure of early containment and mitigation efforts for COVID-19. We used a coalescent framework to combine retrospective molecular clock inference with forward epidemiological simulations to determine how long SARS-CoV-2 could have circulated before the time of the most recent common ancestor of all sequenced SARS-CoV-2 genomes. Our results define the period between mid-October and mid-November 2019 as the plausible interval when the first case of SARS-CoV-2 emerged in Hubei province, China. By characterizing the likely dynamics of the virus before it was discovered, we show that more than two-thirds of SARS-CoV-2-like zoonotic events would be self-limited, dying out without igniting a pandemic. Our findings highlight the shortcomings of zoonosis surveillance approaches for detecting highly contagious pathogens with moderate mortality rates.",2021
33727252,Structural impact on SARS-CoV-2 spike protein by D614G substitution.,"Substitution for aspartic acid (D) by glycine (G) at position 614 in the spike (S) protein of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) appears to facilitate rapid viral spread. The G614 strain and its recent variants are now the dominant circulating forms. Here, we report cryo-electron microscopy structures of a full-length G614 S trimer, which adopts three distinct prefusion conformations that differ primarily by the position of one receptor-binding domain. A loop disordered in the D614 S trimer wedges between domains within a protomer in the G614 spike. This added interaction appears to prevent premature dissociation of the G614 trimer-effectively increasing the number of functional spikes and enhancing infectivity-and to modulate structural rearrangements for membrane fusion. These findings extend our understanding of viral entry and suggest an improved immunogen for vaccine development.",2021
33688063,SARS-CoV-2 within-host diversity and transmission.,"Extensive global sampling and sequencing of the pandemic virus severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) have enabled researchers to monitor its spread and to identify concerning new variants. Two important determinants of variant spread are how frequently they arise within individuals and how likely they are to be transmitted. To characterize within-host diversity and transmission, we deep-sequenced 1313 clinical samples from the United Kingdom. SARS-CoV-2 infections are characterized by low levels of within-host diversity when viral loads are high and by a narrow bottleneck at transmission. Most variants are either lost or occasionally fixed at the point of transmission, with minimal persistence of shared diversity, patterns that are readily observable on the phylogenetic tree. Our results suggest that transmission-enhancing and/or immune-escape SARS-CoV-2 variants are likely to arise infrequently but could spread rapidly if successfully transmitted.",2021
33688062,Epidemiological and evolutionary considerations of SARS-CoV-2 vaccine dosing regimes.,"Given vaccine dose shortages and logistical challenges, various deployment strategies are being proposed to increase population immunity levels to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Two critical issues arise: How timing of delivery of the second dose will affect infection dynamics and how it will affect prospects for the evolution of viral immune escape via a buildup of partially immune individuals. Both hinge on the robustness of the immune response elicited by a single dose as compared with natural and two-dose immunity. Building on an existing immuno-epidemiological model, we find that in the short term, focusing on one dose generally decreases infections, but that longer-term outcomes depend on this relative immune robustness. We then explore three scenarios of selection and find that a one-dose policy may increase the potential for antigenic evolution under certain conditions of partial population immunity. We highlight the critical need to test viral loads and quantify immune responses after one vaccine dose and to ramp up vaccination efforts globally.",2021
33674468,Infectious diseases and social distancing in nature.,"Spread of contagious pathogens critically depends on the number and types of contacts between infectious and susceptible hosts. Changes in social behavior by susceptible, exposed, or sick individuals thus have far-reaching downstream consequences for infectious disease spread. Although ""social distancing"" is now an all too familiar strategy for managing COVID-19, nonhuman animals also exhibit pathogen-induced changes in social interactions. Here, we synthesize the effects of infectious pathogens on social interactions in animals (including humans), review what is known about underlying mechanisms, and consider implications for evolution and epidemiology.",2021
33658326,Estimated transmissibility and impact of SARS-CoV-2 lineage B.1.1.7 in England.,"A severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) variant, VOC 202012/01 (lineage B.1.1.7), emerged in southeast England in September 2020 and is rapidly spreading toward fixation. Using a variety of statistical and dynamic modeling approaches, we estimate that this variant has a 43 to 90% (range of 95% credible intervals, 38 to 130%) higher reproduction number than preexisting variants. A fitted two-strain dynamic transmission model shows that VOC 202012/01 will lead to large resurgences of COVID-19 cases. Without stringent control measures, including limited closure of educational institutions and a greatly accelerated vaccine rollout, COVID-19 hospitalizations and deaths across England in the first 6 months of 2021 were projected to exceed those in 2020. VOC 202012/01 has spread globally and exhibits a similar transmission increase (59 to 74%) in Denmark, Switzerland, and the United States.",2021
33602867,SARS-CoV-2 M,The COVID-19 pandemic caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) continually poses serious threats to global public health. The main protease (M,2021
33597220,Intranasal fusion inhibitory lipopeptide prevents direct-contact SARS-CoV-2 transmission in ferrets.,"Containment of the COVID-19 pandemic requires reducing viral transmission. Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection is initiated by membrane fusion between the viral and host cell membranes, which is mediated by the viral spike protein. We have designed lipopeptide fusion inhibitors that block this critical first step of infection and, on the basis of in vitro efficacy and in vivo biodistribution, selected a dimeric form for evaluation in an animal model. Daily intranasal administration to ferrets completely prevented SARS-CoV-2 direct-contact transmission during 24-hour cohousing with infected animals, under stringent conditions that resulted in infection of 100% of untreated animals. These lipopeptides are highly stable and thus may readily translate into safe and effective intranasal prophylaxis to reduce transmission of SARS-CoV-2.",2021
33536258,Recurrent deletions in the SARS-CoV-2 spike glycoprotein drive antibody escape.,"Zoonotic pandemics, such as that caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), can follow the spillover of animal viruses into highly susceptible human populations. The descendants of these viruses have adapted to the human host and evolved to evade immune pressure. Coronaviruses acquire substitutions more slowly than other RNA viruses. In the spike glycoprotein, we found that recurrent deletions overcome this slow substitution rate. Deletion variants arise in diverse genetic and geographic backgrounds, transmit efficiently, and are present in novel lineages, including those of current global concern. They frequently occupy recurrent deletion regions (RDRs), which map to defined antibody epitopes. Deletions in RDRs confer resistance to neutralizing antibodies. By altering stretches of amino acids, deletions appear to accelerate SARS-CoV-2 antigenic evolution and may, more generally, drive adaptive evolution.",2021
33531384,Age groups that sustain resurging COVID-19 epidemics in the United States.,"After initial declines, in mid-2020 a resurgence in transmission of novel coronavirus disease (COVID-19) occurred in the United States and Europe. As efforts to control COVID-19 disease are reintensified, understanding the age demographics driving transmission and how these affect the loosening of interventions is crucial. We analyze aggregated, age-specific mobility trends from more than 10 million individuals in the United States and link these mechanistically to age-specific COVID-19 mortality data. We estimate that as of October 2020, individuals aged 20 to 49 are the only age groups sustaining resurgent SARS-CoV-2 transmission with reproduction numbers well above one and that at least 65 of 100 COVID-19 infections originate from individuals aged 20 to 49 in the United States. Targeting interventions-including transmission-blocking vaccines-to adults aged 20 to 49 is an important consideration in halting resurgent epidemics and preventing COVID-19-attributable deaths.",2021
33514629,Neutralization of SARS-CoV-2 lineage B.1.1.7 pseudovirus by BNT162b2 vaccine-elicited human sera.,"Recently, a new severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) lineage called B.1.1.7 (variant of concern: VOC 202012/01), which is reported to spread more efficiently and faster than other strains, emerged in the United Kingdom. This variant has an unusually large number of mutations, with 10 amino acid changes in the spike (S) protein, raising concerns that its recognition by neutralizing antibodies may be affected. In this study, we tested SARS-CoV-2-S pseudoviruses bearing either the Wuhan reference strain or the B.1.1.7 lineage spike protein with sera of 40 participants who were vaccinated in a previously reported trial with the messenger RNA-based COVID-19 vaccine BNT162b2. The immune sera had slightly reduced but overall largely preserved neutralizing titers against the B.1.1.7 lineage pseudovirus. These data indicate that the B.1.1.7 lineage will not escape BNT162b2-mediated protection.",2021
33495308,Prospective mapping of viral mutations that escape antibodies used to treat COVID-19.,"Antibodies are a potential therapy for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), but the risk of the virus evolving to escape them remains unclear. Here we map how all mutations to the receptor binding domain (RBD) of SARS-CoV-2 affect binding by the antibodies in the REGN-COV2 cocktail and the antibody LY-CoV016. These complete maps uncover a single amino acid mutation that fully escapes the REGN-COV2 cocktail, which consists of two antibodies, REGN10933 and REGN10987, targeting distinct structural epitopes. The maps also identify viral mutations that are selected in a persistently infected patient treated with REGN-COV2 and during in vitro viral escape selections. Finally, the maps reveal that mutations escaping the individual antibodies are already present in circulating SARS-CoV-2 strains. These complete escape maps enable interpretation of the consequences of mutations observed during viral surveillance.",2021
33495307,Broad and potent activity against SARS-like viruses by an engineered human monoclonal antibody.,"The recurrent zoonotic spillover of coronaviruses (CoVs) into the human population underscores the need for broadly active countermeasures. We employed a directed evolution approach to engineer three severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) antibodies for enhanced neutralization breadth and potency. One of the affinity-matured variants, ADG-2, displays strong binding activity to a large panel of sarbecovirus receptor binding domains and neutralizes representative epidemic sarbecoviruses with high potency. Structural and biochemical studies demonstrate that ADG-2 employs a distinct angle of approach to recognize a highly conserved epitope that overlaps the receptor binding site. In immunocompetent mouse models of SARS and COVID-19, prophylactic administration of ADG-2 provided complete protection against respiratory burden, viral replication in the lungs, and lung pathology. Altogether, ADG-2 represents a promising broad-spectrum therapeutic candidate against clade 1 sarbecoviruses.",2021
33495306,Plitidepsin has potent preclinical efficacy against SARS-CoV-2 by targeting the host protein eEF1A.,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) viral proteins interact with the eukaryotic translation machinery, and inhibitors of translation have potent antiviral effects. We found that the drug plitidepsin (aplidin), which has limited clinical approval, possesses antiviral activity (90% inhibitory concentration = 0.88 nM) that is more potent than remdesivir against SARS-CoV-2 in vitro by a factor of 27.5, with limited toxicity in cell culture. Through the use of a drug-resistant mutant, we show that the antiviral activity of plitidepsin against SARS-CoV-2 is mediated through inhibition of the known target eEF1A (eukaryotic translation elongation factor 1A). We demonstrate the in vivo efficacy of plitidepsin treatment in two mouse models of SARS-CoV-2 infection with a reduction of viral replication in the lungs by two orders of magnitude using prophylactic treatment. Our results indicate that plitidepsin is a promising therapeutic candidate for COVID-19.",2021
33479118,Model-informed COVID-19 vaccine prioritization strategies by age and serostatus.,"Limited initial supply of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) vaccine raises the question of how to prioritize available doses. We used a mathematical model to compare five age-stratified prioritization strategies. A highly effective transmission-blocking vaccine prioritized to adults ages 20 to 49 years minimized cumulative incidence, but mortality and years of life lost were minimized in most scenarios when the vaccine was prioritized to adults greater than 60 years old. Use of individual-level serological tests to redirect doses to seronegative individuals improved the marginal impact of each dose while potentially reducing existing inequities in COVID-19 impact. Although maximum impact prioritization strategies were broadly consistent across countries, transmission rates, vaccination rollout speeds, and estimates of naturally acquired immunity, this framework can be used to compare impacts of prioritization strategies across contexts.",2021
33446556,Learning the language of viral evolution and escape.,"The ability for viruses to mutate and evade the human immune system and cause infection, called viral escape, remains an obstacle to antiviral and vaccine development. Understanding the complex rules that govern escape could inform therapeutic design. We modeled viral escape with machine learning algorithms originally developed for human natural language. We identified escape mutations as those that preserve viral infectivity but cause a virus to look different to the immune system, akin to word changes that preserve a sentence's grammaticality but change its meaning. With this approach, language models of influenza hemagglutinin, HIV-1 envelope glycoprotein (HIV Env), and severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) Spike viral proteins can accurately predict structural escape patterns using sequence data alone. Our study represents a promising conceptual bridge between natural language and viral evolution.",2021
33436526,Structure-guided multivalent nanobodies block SARS-CoV-2 infection and suppress mutational escape.,"The pandemic caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) continues to spread, with devastating consequences. For passive immunization efforts, nanobodies have size and cost advantages over conventional antibodies. In this study, we generated four neutralizing nanobodies that target the receptor binding domain of the SARS-CoV-2 spike protein. We used x-ray crystallography and cryo-electron microscopy to define two distinct binding epitopes. On the basis of these structures, we engineered multivalent nanobodies with more than 100 times the neutralizing activity of monovalent nanobodies. Biparatopic nanobody fusions suppressed the emergence of escape mutants. Several nanobody constructs neutralized through receptor binding competition, whereas other monovalent and biparatopic nanobodies triggered aberrant activation of the spike fusion machinery. These premature conformational changes in the spike protein forestalled productive fusion and rendered the virions noninfectious.",2021
33436525,Immunological characteristics govern the transition of COVID-19 to endemicity.,"We are currently faced with the question of how the severity of infection with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) may change in the years ahead. Our analysis of immunological and epidemiological data on endemic human coronaviruses (HCoVs) shows that infection-blocking immunity wanes rapidly but that disease-reducing immunity is long-lived. Our model, incorporating these components of immunity, recapitulates both the current severity of SARS-CoV-2 infection and the benign nature of HCoVs, suggesting that once the endemic phase is reached and primary exposure is in childhood, SARS-CoV-2 may be no more virulent than the common cold. We predict a different outcome for an emergent coronavirus that causes severe disease in children. These results reinforce the importance of behavioral containment during pandemic vaccine rollout, while prompting us to evaluate scenarios for continuing vaccination in the endemic phase.",2021
33436524,Mosaic nanoparticles elicit cross-reactive immune responses to zoonotic coronaviruses in mice.,"Protection against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and SARS-related emergent zoonotic coronaviruses is urgently needed. We made homotypic nanoparticles displaying the receptor binding domain (RBD) of SARS-CoV-2 or co-displaying SARS-CoV-2 RBD along with RBDs from animal betacoronaviruses that represent threats to humans (mosaic nanoparticles with four to eight distinct RBDs). Mice immunized with RBD nanoparticles, but not soluble antigen, elicited cross-reactive binding and neutralization responses. Mosaic RBD nanoparticles elicited antibodies with superior cross-reactive recognition of heterologous RBDs relative to sera from immunizations with homotypic SARS-CoV-2-RBD nanoparticles or COVID-19 convalescent human plasmas. Moreover, after priming, sera from mosaic RBD-immunized mice neutralized heterologous pseudotyped coronaviruses as well as or better than sera from homotypic SARS-CoV-2-RBD nanoparticle immunizations, demonstrating no loss of immunogenicity against particular RBDs resulting from co-display. A single immunization with mosaic RBD nanoparticles provides a potential strategy to simultaneously protect against SARS-CoV-2 and emerging zoonotic coronaviruses.",2021
33419936,Establishment and lineage dynamics of the SARS-CoV-2 epidemic in the UK.,"The United Kingdom's COVID-19 epidemic during early 2020 was one of world's largest and was unusually well represented by virus genomic sampling. We determined the fine-scale genetic lineage structure of this epidemic through analysis of 50,887 severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) genomes, including 26,181 from the UK sampled throughout the country's first wave of infection. Using large-scale phylogenetic analyses combined with epidemiological and travel data, we quantified the size, spatiotemporal origins, and persistence of genetically distinct UK transmission lineages. Rapid fluctuations in virus importation rates resulted in >1000 lineages; those introduced prior to national lockdown tended to be larger and more dispersed. Lineage importation and regional lineage diversity declined after lockdown, whereas lineage elimination was size-dependent. We discuss the implications of our genetic perspective on transmission dynamics for COVID-19 epidemiology and control.",2021
33408181,Immunological memory to SARS-CoV-2 assessed for up to 8 months after infection.,"Understanding immune memory to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is critical for improving diagnostics and vaccines and for assessing the likely future course of the COVID-19 pandemic. We analyzed multiple compartments of circulating immune memory to SARS-CoV-2 in 254 samples from 188 COVID-19 cases, including 43 samples at ≥6 months after infection. Immunoglobulin G (IgG) to the spike protein was relatively stable over 6+ months. Spike-specific memory B cells were more abundant at 6 months than at 1 month after symptom onset. SARS-CoV-2-specific CD4",2021
33361116,Afucosylated IgG characterizes enveloped viral responses and correlates with COVID-19 severity.,"Immunoglobulin G (IgG) antibodies are crucial for protection against invading pathogens. A highly conserved N-linked glycan within the IgG-Fc tail, which is essential for IgG function, shows variable composition in humans. Afucosylated IgG variants are already used in anticancer therapeutic antibodies for their increased activity through Fc receptors (FcγRIIIa). Here, we report that afucosylated IgG (approximately 6% of total IgG in humans) are specifically formed against enveloped viruses but generally not against other antigens. This mediates stronger FcγRIIIa responses but also amplifies brewing cytokine storms and immune-mediated pathologies. Critically ill COVID-19 patients, but not those with mild symptoms, had high concentrations of afucosylated IgG antibodies against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), amplifying proinflammatory cytokine release and acute phase responses. Thus, antibody glycosylation plays a critical role in immune responses to enveloped viruses, including COVID-19.",2021
33323424,Inferring the effectiveness of government interventions against COVID-19.,"Governments are attempting to control the COVID-19 pandemic with nonpharmaceutical interventions (NPIs). However, the effectiveness of different NPIs at reducing transmission is poorly understood. We gathered chronological data on the implementation of NPIs for several European and non-European countries between January and the end of May 2020. We estimated the effectiveness of these NPIs, which range from limiting gathering sizes and closing businesses or educational institutions to stay-at-home orders. To do so, we used a Bayesian hierarchical model that links NPI implementation dates to national case and death counts and supported the results with extensive empirical validation. Closing all educational institutions, limiting gatherings to 10 people or less, and closing face-to-face businesses each reduced transmission considerably. The additional effect of stay-at-home orders was comparatively small.",2021
33303686,Phylogenetic analysis of SARS-CoV-2 in Boston highlights the impact of superspreading events.,"Analysis of 772 complete severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) genomes from early in the Boston-area epidemic revealed numerous introductions of the virus, a small number of which led to most cases. The data revealed two superspreading events. One, in a skilled nursing facility, led to rapid transmission and significant mortality in this vulnerable population but little broader spread, whereas other introductions into the facility had little effect. The second, at an international business conference, produced sustained community transmission and was exported, resulting in extensive regional, national, and international spread. The two events also differed substantially in the genetic variation they generated, suggesting varying transmission dynamics in superspreading events. Our results show how genomic epidemiology can help to understand the link between individual clusters and wider community spread.",2021
33303589,A transmissible cancer shifts from emergence to endemism in Tasmanian devils.,"Emerging infectious diseases pose one of the greatest threats to human health and biodiversity. Phylodynamics is often used to infer epidemiological parameters essential for guiding intervention strategies for human viruses such as severe acute respiratory syndrome coronavirus 2 (SARS-Cov-2). Here, we applied phylodynamics to elucidate the epidemiological dynamics of Tasmanian devil facial tumor disease (DFTD), a fatal, transmissible cancer with a genome thousands of times larger than that of any virus. Despite prior predictions of devil extinction, transmission rates have declined precipitously from ~3.5 secondary infections per infected individual to ~1 at present. Thus, DFTD appears to be transitioning from emergence to endemism, lending hope for the continued survival of the endangered Tasmanian devil. More generally, our study demonstrates a new phylodynamic analytical framework that can be applied to virtually any pathogen.",2020
33293339,Three-quarters attack rate of SARS-CoV-2 in the Brazilian Amazon during a largely unmitigated epidemic.,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) spread rapidly in Manaus, the capital of Amazonas state in northern Brazil. The attack rate there is an estimate of the final size of the largely unmitigated epidemic that occurred in Manaus. We use a convenience sample of blood donors to show that by June 2020, 1 month after the epidemic peak in Manaus, 44% of the population had detectable immunoglobulin G (IgG) antibodies. Correcting for cases without a detectable antibody response and for antibody waning, we estimate a 66% attack rate in June, rising to 76% in October. This is higher than in São Paulo, in southeastern Brazil, where the estimated attack rate in October was 29%. These results confirm that when poorly controlled, COVID-19 can infect a large proportion of the population, causing high mortality.",2021
33243857,Protein storytelling through physics.,"Every protein has a story-how it folds, what it binds, its biological actions, and how it misbehaves in aging or disease. Stories are often inferred from a protein's shape (i.e., its structure). But increasingly, stories are told using computational molecular physics (CMP). CMP is rooted in the principled physics of driving forces and reveals granular detail of conformational populations in space and time. Recent advances are accessing longer time scales, larger actions, and blind testing, enabling more of biology's stories to be told in the language of atomistic physics.",2020
33234698,"Transmission heterogeneities, kinetics, and controllability of SARS-CoV-2.","A long-standing question in infectious disease dynamics concerns the role of transmission heterogeneities, which are driven by demography, behavior, and interventions. On the basis of detailed patient and contact-tracing data in Hunan, China, we find that 80% of secondary infections traced back to 15% of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) primary infections, which indicates substantial transmission heterogeneities. Transmission risk scales positively with the duration of exposure and the closeness of social interactions and is modulated by demographic and clinical factors. The lockdown period increases transmission risk in the family and households, whereas isolation and quarantine reduce risks across all types of contacts. The reconstructed infectiousness profile of a typical SARS-CoV-2 patient peaks just before symptom presentation. Modeling indicates that SARS-CoV-2 control requires the synergistic efforts of case isolation, contact quarantine, and population-level interventions because of the specific transmission kinetics of this virus.",2021
33184236,SARS-CoV-2 D614G variant exhibits efficient replication ex vivo and transmission in vivo.,"The spike aspartic acid-614 to glycine (D614G) substitution is prevalent in global severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) strains, but its effects on viral pathogenesis and transmissibility remain unclear. We engineered a SARS-CoV-2 variant containing this substitution. The variant exhibits more efficient infection, replication, and competitive fitness in primary human airway epithelial cells but maintains similar morphology and in vitro neutralization properties, compared with the ancestral wild-type virus. Infection of human angiotensin-converting enzyme 2 (ACE2) transgenic mice and Syrian hamsters with both viruses resulted in similar viral titers in respiratory tissues and pulmonary disease. However, the D614G variant transmits significantly faster and displayed increased competitive fitness than the wild-type virus in hamsters. These data show that the D614G substitution enhances SARS-CoV-2 infectivity, competitive fitness, and transmission in primary human cells and animal models.",2020
